mode,method_name,budget_mode,compression_mode,query_id,docs_used,prompt_tokens,completion_tokens,total_tokens,token_source,generation_time_ms,answer_f1,answer_coverage,semantic_similarity,ndcg_at_10,mrr_at_10,selected_doc_ids,answer,fallback_used,fallback_reason,first_pass_tokens,fallback_tokens
adaptive_k_full,Adaptive-k,adaptive_k,full,bioasq_1935,1,351,80,431,provider,8907,0.645161,0.541667,0.9147,1.0,1.0,"[""bioasq_26342387""]","DENdb is a centralized online repository of predicted enhancers derived from multiple human cell-lines. It integrates enhancers predicted by five different methods, providing an enriched catalogue of putative enhancers for each analyzed cell-line. The database also includes information about the overlap of enhancers with DNase I hypersensitive regions, ChIP-seq regions of a number",False,,0,0
answer_aware_fallback,Safe Adaptive Context,answer_aware_fallback,compact_then_full_fallback,bioasq_1935,3,782,80,862,provider,15613,0.611465,0.541667,0.869636,1.0,1.0,"[""bioasq_26342387"", ""bioasq_29531424"", ""bioasq_22005615""]","DENdb is a relational database that provides information about the overlap of enhancers with DNase I hypersensitive regions, ChIP-seq regions of a number of transcription factors, and transcription factor binding motifs. It also offers means to explore enhancer interactions with DNA using several chromatin interaction assays and enhancer neighboring genes. The database can be accessed at http",False,,862,0
coverage_guided_ultra,Coverage-Guided Ultra,coverage_guided_ultra,coverage_guided_ultra,bioasq_1935,2,320,80,400,provider,11195,0.662338,0.555556,0.844156,1.0,1.0,"[""bioasq_26342387"", ""bioasq_22005615""]","DENdb is a relational database that provides information about the overlap of enhancers with DNase I hypersensitive regions, ChIP-seq regions of a number of transcription factors and transcription factor binding motifs, means to explore enhancer interactions with DNA using several chromatin interaction assays and enhancer neighboring genes. The URL for DENdb is http://www.",False,,400,0
task_aware_coverage_ultra,TACER,task_aware_coverage_ultra,task_aware_ultra,bioasq_1935,2,320,80,400,provider,9539,0.662338,0.555556,0.844156,1.0,1.0,"[""bioasq_26342387"", ""bioasq_22005615""]","DENdb is a relational database that provides information about the overlap of enhancers with DNase I hypersensitive regions, ChIP-seq regions of a number of transcription factors and transcription factor binding motifs, means to explore enhancer interactions with DNA using several chromatin interaction assays and enhancer neighboring genes. The URL for DENdb is http://www.",False,ultra_route:focused_or_concentrated,400,0
no_retrieval_full,No Retrieval,no_retrieval,full,bioasq_316,0,80,33,113,provider,3870,0.205128,0.363636,0.547123,0.0,0.0,[],The provided documents do not contain information about the tissue from which the NCI-H520 cell-line was derived. Evidence is insufficient.,False,,0,0
fixed_3_full,Fixed Small Context,fixed_3,full,bioasq_316,3,1213,64,1277,provider,18384,0.307692,0.545455,0.699427,0.358954,1.0,"[""bioasq_18223678"", ""bioasq_19700217"", ""bioasq_17483436""]","The NCI-H520 cell-line was derived from lung tissue, as it is mentioned in the first document that BHLHB3 gene overexpression inhibited colony formation of A549, NCI-H520 and NCI-H596 lung cancer cells.",False,,0,0
fixed_5_full,Fixed Medium Context,fixed_5,full,bioasq_316,5,2161,80,2241,provider,18312,0.444444,0.727273,0.750472,0.538886,1.0,"[""bioasq_18223678"", ""bioasq_19700217"", ""bioasq_17483436"", ""bioasq_9616291"", ""bioasq_12964003""]","The NCI-H520 cell-line was derived from normal lung tissue, as suggested in Document 4. It is stated that non-small cell lung carcinoma cell lines expressed either liver-specific (non-neuronal) mRNA (cell line A549) or predominantly the neuronal (cell line NCI-H520) AADC",False,,0,0
fixed_7_full,Fixed Large Context,fixed_7,full,bioasq_316,7,3029,25,3054,provider,12662,0.3125,0.454545,0.650166,0.690648,1.0,"[""bioasq_18223678"", ""bioasq_19700217"", ""bioasq_17483436"", ""bioasq_9616291"", ""bioasq_12964003"", ""bioasq_19968287"", ""bioasq_12680874""]","The NCI-H520 cell-line was derived from normal lung tissue, according to Document 4.",False,,0,0
fixed_10_full,Fixed Full Context,fixed_10,full,bioasq_316,10,4096,80,4176,provider,51494,0.176471,0.545455,0.654217,0.826333,1.0,"[""bioasq_18223678"", ""bioasq_19700217"", ""bioasq_17483436"", ""bioasq_9616291"", ""bioasq_12964003"", ""bioasq_19968287"", ""bioasq_12680874"", ""bioasq_9492037"", ""bioasq_20219072"", ""bioasq_22934887""]","The documents provided contain research studies related to various aspects of cancer, particularly non-small cell lung carcinomas (NSCLC). Here's a summary of some key findings:

1. Document 1 discusses the use of DOTA-trastuzumab for imaging Her2/neu gene expression in NSCLC, suggesting its potential clinical use for identifying",False,,0,0
heuristic_rules_full,Heuristic Rules,heuristic_rules,full,bioasq_316,3,1213,64,1277,provider,19054,0.307692,0.545455,0.699427,0.358954,1.0,"[""bioasq_18223678"", ""bioasq_19700217"", ""bioasq_17483436""]","The NCI-H520 cell-line was derived from lung tissue, as it is mentioned in the first document that BHLHB3 gene overexpression inhibited colony formation of A549, NCI-H520 and NCI-H596 lung cancer cells.",False,,0,0
adaptive_k_full,Adaptive-k,adaptive_k,full,bioasq_316,3,1213,64,1277,provider,7168,0.307692,0.545455,0.699427,0.358954,1.0,"[""bioasq_18223678"", ""bioasq_19700217"", ""bioasq_17483436""]","The NCI-H520 cell-line was derived from lung tissue, as it is mentioned in the first document that BHLHB3 gene overexpression inhibited colony formation of A549, NCI-H520 and NCI-H596 lung cancer cells.",False,,0,0
answer_aware_fallback,Safe Adaptive Context,answer_aware_fallback,compact_then_full_fallback,bioasq_316,3,977,80,1057,provider,18535,0.177215,0.454545,0.641651,0.358954,1.0,"[""bioasq_18223678"", ""bioasq_19700217"", ""bioasq_17483436""]","The NCI-H520 cell-line is derived from normal lung tissue, as it is mentioned in the context of comparison with human lung adenocarcinomas in Document 1. However, it's important to note that the documents do not explicitly state where the original tissue sample for the cell line was taken from. The evidence is sufficient to infer that it originated from",False,,1057,0
coverage_guided_ultra,Coverage-Guided Ultra,coverage_guided_ultra,coverage_guided_ultra,bioasq_316,3,999,60,1059,provider,15925,0.262295,0.545455,0.719337,0.358954,1.0,"[""bioasq_18223678"", ""bioasq_19700217"", ""bioasq_17483436""]","The NCI-H520 cell-line is derived from lung tissue, as it is mentioned in the documents that it is a human lung cancer cell line. (Document 1, Document 2) However, the specific type of lung tissue is not specified in the provided documents.",False,,1059,0
task_aware_coverage_ultra,TACER,task_aware_coverage_ultra,task_aware_ultra,bioasq_316,3,999,60,1059,provider,6447,0.262295,0.545455,0.719337,0.358954,1.0,"[""bioasq_18223678"", ""bioasq_19700217"", ""bioasq_17483436""]","The NCI-H520 cell-line is derived from lung tissue, as it is mentioned in the documents that it is a human lung cancer cell line. (Document 1, Document 2) However, the specific type of lung tissue is not specified in the provided documents.",False,ultra_route:focused_or_concentrated,1059,0
no_retrieval_full,No Retrieval,no_retrieval,full,bioasq_1992,0,80,70,150,provider,7766,0.271186,0.8,0.942419,0.0,0.0,[],"Based on the provided documents, it appears that proton beam therapy is mentioned as a potential treatment option for medulloblastoma. However, the specific role or effectiveness of this therapy in treating medulloblastoma is not explicitly stated. Therefore, the evidence is somewhat inconclusive regarding its direct impact on medulloblastoma treatment.",False,,0,0
fixed_3_full,Fixed Small Context,fixed_3,full,bioasq_1992,3,1484,80,1564,provider,23298,0.205882,0.7,0.863503,0.469,1.0,"[""bioasq_24187330"", ""bioasq_15637691"", ""bioasq_24105630""]","Based on the provided documents, it appears that there is evidence suggesting that proton beam therapy can be cost-effective in the treatment of medulloblastoma. The studies mentioned in Documents 1, 2, and 3 all evaluate the cost-effectiveness of proton beam therapy compared to conventional X-ray radiotherapy or photon therapy, and they all conclude that proton",False,,0,0
fixed_5_full,Fixed Medium Context,fixed_5,full,bioasq_1992,5,2290,80,2370,provider,17342,0.197183,0.7,0.838664,0.648932,1.0,"[""bioasq_24187330"", ""bioasq_15637691"", ""bioasq_24105630"", ""bioasq_22553304"", ""bioasq_25415685""]","Based on the provided documents, there is evidence that proton beam therapy has a role in medulloblastoma treatment as it is shown to improve health outcomes and be cost-effective compared to conventional X-ray radiotherapy. However, there are potential disadvantages such as underdosage of tumor cells and a higher bio-effect in brain tissue that need to be considered (Document",False,,0,0
fixed_7_full,Fixed Large Context,fixed_7,full,bioasq_1992,7,3262,80,3342,provider,19851,0.253521,0.9,0.859628,0.800694,1.0,"[""bioasq_24187330"", ""bioasq_15637691"", ""bioasq_24105630"", ""bioasq_22553304"", ""bioasq_25415685"", ""bioasq_9240650"", ""bioasq_23322160""]","Yes, the documents provide evidence that proton beam therapy has a role in medulloblastoma treatment as it is shown to improve health outcomes and potentially reduce the risk of adverse events compared with conventional X-ray radiotherapy. The cost-effectiveness of proton beam therapy for medulloblastoma treatment was evaluated in several studies, and the results indicate that it can be cost-",False,,0,0
fixed_10_full,Fixed Full Context,fixed_10,full,bioasq_1992,10,4096,80,4176,provider,54041,0.176471,0.6,0.714816,1.0,1.0,"[""bioasq_24187330"", ""bioasq_15637691"", ""bioasq_24105630"", ""bioasq_22553304"", ""bioasq_25415685"", ""bioasq_9240650"", ""bioasq_23322160"", ""bioasq_16332594"", ""bioasq_15701271"", ""bioasq_12377335""]","The texts discuss the benefits of using proton therapy over conventional X-ray therapy, particularly in the treatment of pediatric cancers such as medulloblastoma. Proton therapy is shown to reduce the dose to critical normal structures, minimize acute treatment-related sequelae, and potentially lower the risk of radiation-induced secondary cancers. This is due to the improved dose",False,,0,0
heuristic_rules_full,Heuristic Rules,heuristic_rules,full,bioasq_1992,5,2290,80,2370,provider,32505,0.184615,0.6,0.85549,0.648932,1.0,"[""bioasq_24187330"", ""bioasq_15637691"", ""bioasq_24105630"", ""bioasq_22553304"", ""bioasq_25415685""]","Based on the provided documents, there is evidence that proton beam therapy has a role in medulloblastoma treatment as it improves health outcomes at a cost that is within the acceptable cost-effectiveness range from the payer's standpoint (Document 1 and Document 3). Additionally, proton therapy is hoped to decrease long-term neurocognitive, endocrine",False,,0,0
adaptive_k_full,Adaptive-k,adaptive_k,full,bioasq_1992,1,503,80,583,provider,8683,0.228571,0.8,0.813379,0.220092,1.0,"[""bioasq_24187330""]","Yes, according to the provided document, proton beam therapy plays a role in medulloblastoma treatment as it is being evaluated for its cost-effectiveness compared to conventional X-ray radiotherapy. The study suggests that proton beam therapy with cochlear dose reduction improves health outcomes at a cost that is within the acceptable cost-effectiveness range from the payer's stand",False,,0,0
answer_aware_fallback,Safe Adaptive Context,answer_aware_fallback,compact_then_full_fallback,bioasq_1992,3,985,79,1064,provider,17545,0.238806,0.8,0.840533,0.469,1.0,"[""bioasq_24187330"", ""bioasq_15637691"", ""bioasq_24105630""]","Based on the provided documents, it appears that there is evidence suggesting that proton beam therapy can be a cost-effective treatment option for medulloblastoma in childhood, as stated in Documents 1 and 3. However, it's important to note that the long-term consequences of radiation therapy, including proton therapy, are still being studied (Document 2).",False,,1064,0
coverage_guided_ultra,Coverage-Guided Ultra,coverage_guided_ultra,coverage_guided_ultra,bioasq_1992,2,374,80,454,provider,11231,0.208955,0.7,0.797279,0.358954,1.0,"[""bioasq_24187330"", ""bioasq_22553304""]","Yes, the documents suggest that proton beam therapy plays a role in medulloblastoma treatment, specifically as an option compared to conventional X-ray radiotherapy. The study aims to evaluate its cost-effectiveness and concludes that it improves health outcomes at an acceptable cost for the payer's standpoint. However, Document 2 mentions potential disadvantages associated with pro",False,,454,0
task_aware_coverage_ultra,TACER,task_aware_coverage_ultra,task_aware_ultra,bioasq_1992,2,374,80,454,provider,8697,0.208955,0.7,0.797279,0.358954,1.0,"[""bioasq_24187330"", ""bioasq_22553304""]","Yes, the documents suggest that proton beam therapy plays a role in medulloblastoma treatment, specifically as an option compared to conventional X-ray radiotherapy. The study aims to evaluate its cost-effectiveness and concludes that it improves health outcomes at an acceptable cost for the payer's standpoint. However, Document 2 mentions potential disadvantages associated with pro",False,ultra_route:focused_or_concentrated,454,0
no_retrieval_full,No Retrieval,no_retrieval,full,bioasq_874,0,86,47,133,provider,5615,0.318182,0.636364,0.83633,0.0,0.0,[],"The provided documents do not mention either cystatin C or cystatin 3 being used as a biomarker of kidney function. Therefore, the evidence is insufficient to confirm whether they are used as such.",False,,0,0
fixed_3_full,Fixed Small Context,fixed_3,full,bioasq_874,3,1294,80,1374,provider,20759,0.205882,0.636364,0.855146,0.469,1.0,"[""bioasq_23701892"", ""bioasq_23574755"", ""bioasq_24321840""]","Based on the provided documents, cystatin C is used as a biomarker of kidney function. The first document mentions that cystatin C may improve classification of glomerular filtration rate for defining chronic kidney disease and assist in understanding the complications of chronic kidney disease. The second document states that cystatin C was used to evaluate kidney function,",False,,0,0
